Year,State,Obesity_Rate,Education_Level
2019,Massachusetts,32.7,Less than high school
2019,Massachusetts,35.7,High school graduate
2019,Massachusetts,36.2,College graduate
2019,Massachusetts,30.1,Less than high school
2019,Massachusetts,29.4,Some college or technical school
2019,Massachusetts,27.0,High school graduate
2019,Massachusetts,32.1,Some college or technical school
2019,Maryland,36.6,Less than high school
2019,Maryland,34.6,Some college or technical school
2019,Maryland,32.0,Some college or technical school
2019,Maryland,37.9,High school graduate
2019,Maryland,31.5,Less than high school
2019,Maryland,37.4,College graduate
2019,Maryland,26.7,College graduate
2019,Maryland,31.9,High school graduate
2019,Maine,36.9,High school graduate
2019,Maine,23.9,College graduate
2019,Maine,29.9,Less than high school
2019,Maine,33.2,Some college or technical school
2019,Maine,34.3,Some college or technical school
2019,Maine,26.3,Less than high school
2019,Maine,36.2,College graduate
2019,Maine,34.0,High school graduate
2019,Michigan,38.1,High school graduate
2019,Michigan,27.6,Less than high school
2019,Michigan,36.6,College graduate
2019,Michigan,34.4,High school graduate
2019,Michigan,37.3,Some college or technical school
2019,Michigan,30.4,College graduate
2019,Michigan,39.6,Less than high school
2019,Michigan,34.6,Some college or technical school
2019,Minnesota,24.4,College graduate
2019,Minnesota,31.6,Less than high school
2019,Minnesota,32.2,High school graduate
2019,Minnesota,33.0,Less than high school
2019,Minnesota,38.1,College graduate
2019,Minnesota,34.6,Some college or technical school
2019,Minnesota,33.8,Some college or technical school
2019,Minnesota,33.8,High school graduate
2019,Missouri,28.5,College graduate
2019,Missouri,33.8,High school graduate
2019,Missouri,24.2,Less than high school
2019,Missouri,36.1,Some college or technical school
2019,Missouri,37.5,College graduate
2019,Missouri,32.4,Some college or technical school
2019,Missouri,41.8,Less than high school
2019,Missouri,36.4,High school graduate
2019,Mississippi,36.5,College graduate
2019,Mississippi,41.2,Some college or technical school
2019,Mississippi,27.9,Less than high school
2019,Mississippi,36.1,College graduate
2019,Mississippi,42.5,High school graduate
2019,Mississippi,43.1,Less than high school
2019,Mississippi,32.5,High school graduate
2019,Mississippi,30.4,Some college or technical school
2019,Montana,38.3,College graduate
2019,Montana,29.8,Some college or technical school
2019,Montana,22.5,College graduate
2019,Montana,34.9,High school graduate
2019,Montana,36.5,Some college or technical school
2019,Montana,30.8,High school graduate
2019,Montana,33.8,Less than high school
2019,Montana,34.0,Less than high school
2019,North Carolina,38.2,College graduate
2019,North Carolina,33.9,High school graduate
2019,North Carolina,37.0,High school graduate
2019,North Carolina,27.5,College graduate
2019,North Carolina,35.8,Some college or technical school
2019,North Carolina,38.4,Less than high school
2019,North Carolina,37.0,Less than high school
2019,North Carolina,33.9,Some college or technical school
2019,North Dakota,31.9,College graduate
2019,North Dakota,35.7,High school graduate
2019,North Dakota,34.3,Some college or technical school
2019,North Dakota,37.1,Some college or technical school
2019,North Dakota,37.5,College graduate
2019,North Dakota,35.8,Less than high school
2019,North Dakota,33.9,High school graduate
2019,North Dakota,34.2,Less than high school
2019,Nebraska,28.9,College graduate
2019,Nebraska,37.0,College graduate
2019,Nebraska,33.5,High school graduate
2019,Nebraska,36.6,High school graduate
2019,Nebraska,34.4,Some college or technical school
2019,Nebraska,36.2,Some college or technical school
2019,Nebraska,33.9,Less than high school
2019,Nebraska,35.4,Less than high school
2019,New Hampshire,34.6,High school graduate
2019,New Hampshire,33.0,Some college or technical school
2019,New Hampshire,35.3,Some college or technical school
2019,New Hampshire,39.3,College graduate
2019,New Hampshire,28.7,Less than high school
2019,New Hampshire,36.8,High school graduate
2019,New Hampshire,25.0,College graduate
2019,New Hampshire,37.8,Less than high school
2019,New Mexico,32.6,Less than high school
2019,New Mexico,33.4,Some college or technical school
2019,New Mexico,35.6,College graduate
2019,New Mexico,35.4,High school graduate
2019,New Mexico,25.3,College graduate
2019,New Mexico,32.2,High school graduate
2019,New Mexico,38.5,Less than high school
2019,New Mexico,33.1,Some college or technical school
2019,Nevada,36.8,Some college or technical school
2019,Nevada,29.9,Some college or technical school
2019,Nevada,34.7,Less than high school
2019,Nevada,25.5,College graduate
2019,Nevada,40.2,College graduate
2019,Nevada,36.3,High school graduate
2019,Nevada,36.0,Less than high school
2019,Nevada,33.2,High school graduate
2019,New York,34.2,High school graduate
2019,New York,29.4,Some college or technical school
2019,New York,39.9,Less than high school
2019,New York,31.6,Less than high school
2019,New York,36.2,College graduate
2019,New York,36.0,Some college or technical school
2019,New York,31.0,High school graduate
2019,Ohio,30.3,College graduate
2019,Ohio,34.9,Some college or technical school
2019,Ohio,31.1,Less than high school
2019,Ohio,38.0,College graduate
2019,Ohio,36.3,High school graduate
2019,Ohio,32.2,High school graduate
2019,Ohio,36.7,Some college or technical school
2019,Ohio,36.0,Less than high school
2019,Oklahoma,32.5,High school graduate
2019,Oklahoma,33.7,Some college or technical school
2019,Oklahoma,33.3,College graduate
2019,Oklahoma,37.5,College graduate
2019,Oklahoma,38.7,Some college or technical school
2019,Oklahoma,37.2,High school graduate
2019,Oklahoma,37.5,Less than high school
2019,Oklahoma,37.6,Less than high school
2019,Oregon,31.8,High school graduate
2019,Oregon,28.5,Less than high school
2019,Oregon,31.5,Some college or technical school
2019,Oregon,23.9,College graduate
2019,Oregon,37.0,Less than high school
2019,Oregon,34.9,High school graduate
2019,Oregon,33.1,Some college or technical school
2019,Oregon,36.6,College graduate
2019,Pennsylvania,36.7,College graduate
2019,Pennsylvania,35.4,Some college or technical school
2019,Pennsylvania,34.8,Less than high school
2019,Pennsylvania,27.2,College graduate
2019,Pennsylvania,33.7,Some college or technical school
2019,Pennsylvania,35.3,High school graduate
2019,Pennsylvania,35.9,Less than high school
2019,Pennsylvania,35.6,High school graduate
2019,Puerto Rico,37.9,Less than high school
2019,Puerto Rico,37.6,College graduate
2019,Puerto Rico,32.3,High school graduate
2019,Puerto Rico,35.5,Some college or technical school
2019,Puerto Rico,35.1,Some college or technical school
2019,Puerto Rico,33.4,Less than high school
2019,Puerto Rico,30.4,College graduate
2019,Puerto Rico,37.8,High school graduate
2019,Rhode Island,32.7,Some college or technical school
2019,Rhode Island,30.6,High school graduate
2019,Rhode Island,30.8,Less than high school
2019,Rhode Island,36.6,High school graduate
2019,Rhode Island,40.4,Less than high school
2019,Rhode Island,32.0,Some college or technical school
2019,Rhode Island,35.9,College graduate
2019,Rhode Island,23.3,College graduate
2019,South Carolina,37.1,College graduate
2019,South Carolina,33.2,High school graduate
2019,South Carolina,40.4,High school graduate
2019,South Carolina,36.3,Less than high school
2019,South Carolina,27.9,College graduate
2019,South Carolina,33.8,Some college or technical school
2019,South Carolina,29.6,Less than high school
2019,South Carolina,36.3,Some college or technical school
2019,South Dakota,39.5,Some college or technical school
2019,South Dakota,32.1,Some college or technical school
2019,South Dakota,41.5,Less than high school
2019,South Dakota,34.3,High school graduate
2019,South Dakota,35.9,High school graduate
2019,South Dakota,36.9,College graduate
2019,South Dakota,35.3,Less than high school
2019,South Dakota,31.7,College graduate
2019,Tennessee,30.0,College graduate
2019,Tennessee,38.6,Some college or technical school
2019,Tennessee,33.1,Some college or technical school
2019,Tennessee,33.8,Less than high school
2019,Tennessee,35.4,College graduate
2019,Tennessee,30.2,High school graduate
2019,Tennessee,40.6,High school graduate
2019,Tennessee,35.0,Less than high school
2019,Texas,33.4,High school graduate
2019,Texas,27.4,College graduate
2019,Texas,37.6,High school graduate
2019,Texas,34.1,Some college or technical school
2019,Texas,36.1,Some college or technical school
2019,Texas,39.3,Less than high school
2019,Texas,38.2,Less than high school
2019,Texas,36.9,College graduate
2019,National,25.0,College graduate
2019,National,34.3,High school graduate
2019,National,34.1,High school graduate
2019,National,36.2,Less than high school
2019,National,34.7,Some college or technical school
2019,National,36.9,College graduate
2019,National,32.8,Some college or technical school
2019,National,35.5,Less than high school
2019,Utah,29.6,Less than high school
2019,Utah,40.8,Less than high school
2019,Utah,36.9,College graduate
2019,Utah,31.4,High school graduate
2019,Utah,26.5,College graduate
2019,Utah,30.7,Some college or technical school
2019,Utah,30.3,High school graduate
2019,Utah,33.2,Some college or technical school
2019,Virginia,35.4,High school graduate
2019,Virginia,43.4,Less than high school
2019,Virginia,33.6,Some college or technical school
2019,Virginia,33.7,Some college or technical school
2019,Virginia,35.3,College graduate
2019,Virginia,30.5,Less than high school
2019,Virginia,26.1,College graduate
2019,Virginia,33.7,High school graduate
2019,Vermont,28.4,Some college or technical school
2019,Vermont,33.8,College graduate
2019,Vermont,33.9,High school graduate
2019,Vermont,25.4,Less than high school
2019,Vermont,33.0,Some college or technical school
2019,Vermont,30.1,High school graduate
2019,Vermont,37.7,Less than high school
2019,Washington,35.5,Less than high school
2019,Washington,35.2,High school graduate
2019,Washington,33.1,Less than high school
2019,Washington,22.7,College graduate
2019,Washington,36.4,College graduate
2019,Washington,29.6,Some college or technical school
2019,Washington,35.9,Some college or technical school
2019,Washington,31.8,High school graduate
2019,Wisconsin,36.2,Some college or technical school
2019,Wisconsin,25.9,College graduate
2019,Wisconsin,31.6,Less than high school
2019,Wisconsin,35.8,Some college or technical school
2019,Wisconsin,34.5,High school graduate
2019,Wisconsin,36.5,Less than high school
2019,Wisconsin,37.4,College graduate
2019,Wisconsin,38.7,High school graduate
2019,West Virginia,30.5,Less than high school
2019,West Virginia,31.5,Some college or technical school
2019,West Virginia,34.5,College graduate
2019,West Virginia,38.0,Less than high school
2019,West Virginia,32.4,High school graduate
2019,West Virginia,41.4,Some college or technical school
2019,West Virginia,36.7,College graduate
2019,West Virginia,40.6,High school graduate
2019,Wyoming,38.2,Less than high school
2019,Wyoming,33.4,Some college or technical school
2019,Wyoming,23.1,College graduate
2019,Wyoming,35.0,High school graduate
2019,Wyoming,29.3,High school graduate
2019,Wyoming,38.5,College graduate
2019,Wyoming,34.4,Less than high school
2019,Wyoming,33.2,Some college or technical school
2020,Alaska,29.6,Less than high school
2020,Alaska,35.0,High school graduate
2020,Alaska,24.1,College graduate
2020,Alaska,32.1,Less than high school
2020,Alaska,36.1,College graduate
2020,Alaska,34.9,High school graduate
2020,Alaska,35.6,Some college or technical school
2020,Alaska,35.1,Some college or technical school
2020,Alabama,33.4,Less than high school
2020,Alabama,36.1,College graduate
2020,Alabama,40.1,Some college or technical school
2020,Alabama,32.3,High school graduate
2020,Alabama,40.4,Less than high school
2020,Alabama,34.8,College graduate
2020,Alabama,39.6,High school graduate
2020,Alabama,34.4,Some college or technical school
2020,Arkansas,30.6,High school graduate
2020,Arkansas,28.9,Less than high school
2020,Arkansas,32.4,Less than high school
2020,Arkansas,29.3,Some college or technical school
2020,Arkansas,37.8,High school graduate
2020,Arkansas,35.1,College graduate
2020,Arkansas,31.5,College graduate
2020,Arkansas,40.3,Some college or technical school
2020,Arizona,34.1,Some college or technical school
2020,Arizona,38.3,Less than high school
2020,Arizona,37.3,Less than high school
2020,Arizona,33.0,Some college or technical school
2020,Arizona,36.4,College graduate
2020,Arizona,31.1,High school graduate
2020,Arizona,34.4,High school graduate
2020,Arizona,24.5,College graduate
2020,California,33.0,Some college or technical school
2020,California,44.5,Less than high school
2020,California,33.2,College graduate
2020,California,34.5,High school graduate
2020,California,35.6,Less than high school
2020,California,32.8,Some college or technical school
